# LINES IN HEADER:30
# 
# EXPORT DATE     :Wed 20 Nov 2024 00:20:26
# FILENAME        :speed3D.hybrid.2024b.dat
# VERSION         :2
# AUTHOR          :C.Porowski,Space Research Centre PAS (CBK PAN),Warsaw,Poland,cporowski@cbk.waw.pl
# CONTACT         :cporowski@cbk.waw.pl
# LAST DAY IN CR  :2288.5
# FREEZING CR     :1569.5
# FLAG            :hybrid model
# MODEL           :Lmodel2rd 1971-1975 && Lmodel2 1976-1984+2010+2023+2024 && IPS based Lmodel 1985-2022
# INPUT DATA      :/home/cporowski/IPSProfilesUpdate/2023b/2023ipsMapsCleaned/
# SOFTWARE        :/media/cporowski/USB DISK/R_U_N_S/run.4.274.model.3D.hybrid.2024b/run.4.274.2.model.3D.hybrid.2024b.dev.nb
# DESCRIPTION     :https://doi.org/10.3847/1538-4365/ac35d7, https://doi.org/10.3847/1538-4365/ac9fd4
# OMNI DATABASE   :/media/cporowski/USB DISK/imap/externalData/omni2Pr_2024b/
# OMNI CORRECTION :applied /media/cporowski/USB DISK/R_U_N_S/___files___/4.247/omniCorrCarrHalvesAveraged.dat
# 
#
# REMARKS:
# -methodology as in "A New 3D Solar Wind Speed and Density Model Based on Interplanetary Scintillation", 2022ApJS..259....2P.
# -speeds interpolated to CRs halves
# -years: 2023, 2024 estimated using Lmodel2
# -labels of heliolatitude bins IPS gap in 2010:linear average over 2009 and 2011
# -no IPS in 2023, hence Lmodel2 used in 2023!
# -Version 2 contains: CARRINGTON HALVES of omni2 used for calculations of energy density & nAlfa in Eqtr (needed for fun`calNpFromW & omniCorr).
#                      For IPS years only ipsCRs averaged, for Lmodel2 projections years --- yearly average.
#
# flag description: -1 - false flag, waiting for update
# columns: time,-90,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90,CR, flag
####################################################
1964.0451752732229 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 423.4109749297801 353.40960523686147 418.8477562261177 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1476.5  -1
1964.1196979508197 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 430.182937233372 366.9535298440453 425.61971852970964 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1477.5  -1
1964.194220628415 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 443.37125935239635 393.330174082094 438.808040648734 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1478.5  -1
1964.2687433060103 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 456.55958147142064 419.70681832014265 451.99636276775834 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1479.5  -1
1964.343265983607 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 469.74790359044505 446.08346255819134 465.18468488678263 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1480.5  -1
1964.4177886612022 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 482.93622570946934 472.46010679624 478.373007005807 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1481.5  -1
1964.4923113387974 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 496.12454782849363 498.8367510342886 491.56132912483133 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1482.5  -1
1964.566834016393 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 509.312869947518 525.2133952723373 504.7496512438556 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1483.5  -1
1964.6413566939889 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 472.61211596516694 451.81188730763523 468.04889726150464 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1484.5  -1
1964.715879371585 643.4078477855521 645.1320811147242 649.5597989409291 633.6591871847218 605.1795517907017 574.3589130489416 540.1341541137035 493.9422206471007 471.19159278231086 448.970840941923 466.62837407864845 483.90718332973205 538.5719607157097 581.6619813419654 612.5276129023163 645.1533931915773 666.7386510197231 670.338881182021 670.392341493044 1485.5  -1
