# LINES IN HEADER:30
# 
# EXPORT DATE     :Wed 20 Nov 2024 00:20:26
# FILENAME        :density3D.hybrid.2024b.dat
# VERSION         :2
# AUTHOR          :C.Porowski,Space Research Centre PAS (CBK PAN),Warsaw,Poland,cporowski@cbk.waw.pl
# CONTACT         :cporowski@cbk.waw.pl
# LAST DAY IN CR  :2288.5
# FREEZING CR     :1569.5
# FLAG            :hybrid model
# MODEL           :Lmodel2rd 1971-1975 && Lmodel2 1976-1984+2010+2023+2024 && IPS based Lmodel 1985-2022
# INPUT DATA      :/home/cporowski/IPSProfilesUpdate/2023b/2023ipsMapsCleaned/
# SOFTWARE        :/media/cporowski/USB DISK/R_U_N_S/run.4.274.model.3D.hybrid.2024b/run.4.274.2.model.3D.hybrid.2024b.dev.nb
# DESCRIPTION     :https://doi.org/10.3847/1538-4365/ac35d7, https://doi.org/10.3847/1538-4365/ac9fd4
# OMNI DATABASE   :/media/cporowski/USB DISK/imap/externalData/omni2Pr_2024b/
# OMNI CORRECTION :applied /media/cporowski/USB DISK/R_U_N_S/___files___/4.247/omniCorrCarrHalvesAveraged.dat
# 
#
# REMARKS:
# -methodology as in "A New 3D Solar Wind Speed and Density Model Based on Interplanetary Scintillation", 2022ApJS..259....2P.
# -densities interpolated to CRs halves
# -years: 2023, 2024 estimated using Lmodel2
# -labels of heliolatitude bins IPS gap in 2010:linear average over 2009 and 2011
# -no IPS in 2023, hence Lmodel2 used in 2023!
# -Version 2 contains: CARRINGTON HALVES of omni2 used for calculations of energy density & nAlfa in Eqtr (needed for fun`calNpFromW & omniCorr).
#                      For IPS years only ipsCRs averaged, for Lmodel2 projections years --- yearly average.
#
# flag description: -1 - false flag, waiting for update
# columns: time,-90,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90,CR, flag
####################################################
1964.0451752732229 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.695631335541785 9.993855005262729 7.800645829537716 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1476.5  -1
1964.1196979508197 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.085222412013068 8.773037158205295 7.190236906008999 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1477.5  -1
1964.194220628415 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.159541116827672 8.921674567834502 7.264555610823603 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1478.5  -1
1964.2687433060103 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.233859821642276 9.07031197746371 7.338874315638207 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1479.5  -1
1964.343265983607 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.308178526456881 9.21894938709292 7.413193020452812 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1480.5  -1
1964.4177886612022 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.382497231271484 9.367586796722126 7.487511725267415 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1481.5  -1
1964.4923113387974 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.456815936086088 9.516224206351335 7.561830430082019 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1482.5  -1
1964.566834016393 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.531134640900692 9.664861615980543 7.636149134896623 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1483.5  -1
1964.6413566939889 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.605453345715296 9.813499025609751 7.710467839711227 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1484.5  -1
1964.715879371585 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.6797720505299 9.962136435238959 7.784786544525831 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1485.5  -1
1964.7904020491803 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.754090755344504 10.110773844868167 7.859105249340435 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1486.5  -1
1964.8649247267756 3.4491557410185045 3.420482528906305 3.3467361724883373 3.545225639602646 3.930711220266081 4.318697524169619 4.715561597265417 5.403011830437491 7.828409460159108 10.259411254497374 7.933423954155039 5.614633545181126 4.774172803874366 4.273894519791411 3.942814762236715 3.576179535382605 3.332122567562374 3.2925062546464474 3.2944030085847498 1487.5  -1
