# lines in header: 30                
# filename: lyaSeriesV4.dat                
# author: Izabela Kowalska-Leszczynska / Space Research Centre PAS (CBK PAN) / ikowalska@cbk.waw.pl                
# software version: /mnt/d/dane/imap/externalData/Lya/merge_data.py                
# creation date: 2021-09-15                
# last CR: 2247.5               
# source files: /mnt/d/dane/imap/externalData/Lya/raw_data/lyman_alpha_composite_2019-09-05.nc, lyman_alpha_composite_2021_09_15.nc                
# observational data: Lyman alpha composite series V4 provided by LASP: http://lasp.colorado.edu/data/timed_see/composite_lya/                 
# description: Composite Lyman-alpha total irradiance [ph cm^-2 s^-1] interpolated to CRs halves adjusted to 1au                
# Convertion factor to W/m^2: 1.635322976287817e-14               
#                
#  New data have been mergered to the old file               
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
#                
# Columns: time [decimal_year] flux_adjusted [ph cm^-2 s^-1]
1947.1679900 6.200596292877312e+11
1947.2427168 6.205561570506962e+11
1947.3174437 6.165573573282352e+11
1947.3921705 6.396608080560161e+11
1947.4668974 6.175680705171832e+11
1947.5416242 6.086447472285409e+11
1947.6163511 6.095849329749579e+11
1947.6910779 5.851819239355724e+11
1947.7658048 5.743719502455681e+11
1947.8405316 5.509779222987504e+11
1947.9152585 5.433452616672739e+11
1947.9899708 5.326311522353237e+11
1948.0645354 4.986207913821265e+11
1948.1390581 4.855941018079081e+11
1948.2135807 5.068149783229212e+11
1948.2881034 5.779252249933365e+11
1948.3626261 6.006166103900868e+11
1948.4371488 5.751785379953455e+11
1948.5116714 5.653881523398824e+11
1948.5861941 5.559964175257433e+11
1948.6607168 5.314309549030275e+11
1948.7352395 5.329744901304544e+11
1948.8097622 5.277574026482585e+11
1948.8842848 5.297078041296002e+11
1948.9588075 5.557177488170016e+11
1949.0334218 5.547708940950817e+11
1949.1081484 5.784417934477587e+11
1949.1828752 5.811986648823749e+11
1949.2576021 5.522902442462926e+11
1949.3323289 5.364967454155123e+11
1949.4070558 5.205037209121790e+11
1949.4817826 5.235360302876747e+11
1949.5565095 5.374508403492981e+11
1949.6312363 5.433541154549194e+11
1949.7059632 5.463663016360684e+11
1949.7806900 5.464509592746240e+11
1949.8554168 5.387551199798603e+11
1949.9301437 5.263096351896734e+11
1950.0048705 5.008088266394346e+11
1950.0795974 4.944120206657753e+11
1950.1543242 5.058848691232288e+11
1950.2290511 5.018944641749365e+11
1950.3037779 5.231812894490688e+11
1950.3785048 5.159437259451800e+11
1950.4532316 4.917935800229587e+11
1950.5279585 4.869926778245618e+11
1950.6026853 4.744111570515081e+11
1950.6774122 4.457524012889735e+11
1950.7521390 4.341542776430253e+11
1950.8268659 4.312099256343647e+11
1950.9015927 4.293928869463245e+11
1950.9763196 4.245891859382714e+11
1951.0510464 4.356793838180501e+11
1951.1257733 4.307590198494142e+11
1951.2005001 4.393458831262961e+11
1951.2752270 4.711546827609778e+11
1951.3499538 5.166895320602300e+11
1951.4246807 5.232234926888002e+11
1951.4994075 4.876625886069391e+11
1951.5741344 4.624821275667174e+11
1951.6488612 4.494721828463053e+11
1951.7235881 4.524605356641495e+11
1951.7983149 4.427138879937736e+11
1951.8730418 4.343146397483916e+11
1951.9477686 4.292264483227429e+11
1952.0224299 4.222544760241635e+11
1952.0969567 4.088079651327439e+11
1952.1714794 3.931573652055582e+11
1952.2460020 3.969657059851136e+11
1952.3205247 4.004053582848287e+11
1952.3950474 3.986352643373889e+11
1952.4695701 4.117121148946812e+11
1952.5440928 4.154167142027562e+11
1952.6186154 4.178374958813990e+11
1952.6931381 4.091034139353061e+11
1952.7676608 3.972983586715099e+11
1952.8421835 3.950385679787903e+11
1952.9167062 4.008054292430237e+11
1952.9912440 3.982190721467982e+11
1953.0659316 3.880537954094735e+11
1953.1406585 3.764336572923821e+11
1953.2153853 3.778743431554173e+11
1953.2901122 3.882170676696027e+11
1953.3648390 3.846179248997747e+11
1953.4395659 3.840177396965162e+11
1953.5142927 3.814734047665654e+11
1953.5890196 3.841085464755648e+11
1953.6637464 3.814171434256954e+11
1953.7384733 3.806636420017113e+11
1953.8132001 3.770473560535529e+11
1953.8879270 3.727264402316774e+11
1953.9626538 3.703687576700497e+11
1954.0373807 3.674624360060255e+11
1954.1121075 3.687630824774026e+11
1954.1868344 3.742927205133035e+11
1954.2615612 3.721552880424433e+11
1954.3362881 3.723515079758085e+11
1954.4110149 3.724356064949083e+11
1954.4857418 3.730655540467722e+11
1954.5604686 3.746234849466859e+11
1954.6351955 3.762781293969358e+11
1954.7099223 3.764987054726047e+11
1954.7846492 3.785024402384714e+11
1954.8593760 3.771723184526062e+11
1954.9341029 3.802934872453093e+11
1955.0088297 3.926091258206483e+11
1955.0835566 3.918438335534283e+11
1955.1582834 3.875506048582817e+11
1955.2330103 3.861610812778065e+11
1955.3077371 3.920333543951151e+11
