# Lines in header: 30
# filename: phion_Hydrogen_T12F107_2021b
# Data content: photoionization rates of Hydrogen for Carrington rotation halves
# calculated based on a correlation of TIMED TF12 spectra integrated over cross sections from Verner with the Carrington-averaged F10.7 flux, source: Sokol et al., ApJ 897, 179, 2020
# The original file phion_Hydrogen_T12F107_2020a.dat is extended after 2019.98
# Author: Maciej Bzowski, CBK PAN, bzowski@cbk.waw.pl
# Software: C:\imap\WawHelIon\PhotoIon\phionJS_2021-09-10.nb, revision: 2021-09-10
# Creation date: 2021-09-10
# Last CR: 2247.5; last year: 2021.62
# Data type: CarrHalves
# Function : phHF107JS = -2.9819*^-8 + 2.416*^-8*f107^0.4017
# Units: sec^-1
# Errors: not specified (see sources)
# Data source: c:\imap\externalData\F107\data_products\f107_2021-09-10.m
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
################################################### 
# Columns: 	decimal_year	adj_phIon_rate
1947.16799	1.950624021559584e-7
1947.242716849315	1.9021300010898716e-7
1947.31744369863	1.8466156549762738e-7
1947.3921705479447	1.9811701802808498e-7
1947.46689739726	1.853585381571629e-7
1947.541624246575	1.8267126511184937e-7
1947.6163510958902	1.8860021012834993e-7
1947.6910779452053	1.7356609062181953e-7
1947.7658047945206	1.7579700330518232e-7
1947.8405316438354	1.65924235210139e-7
1947.9152583533446	1.6392791710191966e-7
1947.9899690459818	1.6228809973931528e-7
1948.0645353825132	1.4548576536531377e-7
1948.1390580601087	1.413809678406611e-7
1948.2135807377047	1.4601645510425288e-7
1948.2881034153004	1.7762022090248465e-7
1948.3626260928959	1.8704127911685735e-7
1948.4371487704914	1.7022355906592952e-7
1948.511671448087	1.706606252306521e-7
1948.5861941256828	1.6905982141263172e-7
1948.6607168032785	1.5510270240860386e-7
1948.735239480874	1.5862905983782058e-7
1948.8097621584695	1.570220936802387e-7
1948.8842848360653	1.5664348596129925e-7
1948.9588084338	1.7073061059089692e-7
1949.0334261293415	1.6493158427581162e-7
1949.1081483637033	1.7673981264473396e-7
1949.1828752054791	1.774603661098636e-7
1949.2576020547942	1.641751032137774e-7
1949.3323289041095	1.615957672373899e-7
1949.4070557534244	1.5396536950566917e-7
1949.4817826027393	1.5700511373298574e-7
1949.5565094520546	1.6227300215054988e-7
1949.6312363013697	1.62858682919294e-7
1949.7059631506847	1.6404512967621849e-7
1949.7806899999998	1.6488794911298172e-7
1949.855416849315	1.6130848741482417e-7
1949.93014369863	1.5870752904488441e-7
1950.0048705479448	1.4554237773346744e-7
1950.0795973972602	1.4410542436632273e-7
1950.1543242465752	1.5234274487642417e-7
1950.2290510958903	1.4556073371898118e-7
1950.3037779452054	1.5850356180287947e-7
1950.3785047945205	1.5558556498128207e-7
1950.4532316438354	1.4289609324469446e-7
1950.5279584931504	1.439145217271057e-7
1950.6026853424657	1.4091237167173914e-7
1950.6774121917808	1.2713475352893193e-7
1950.7521390410957	1.2416973705125789e-7
1950.8268658904105	1.249322639463429e-7
1950.9015927397256	1.242282392374732e-7
1950.9763195890407	1.1950989460263057e-7
1951.0510464383558	1.277749509931665e-7
1951.1257732876709	1.227176567496626e-7
1951.200500136986	1.2431306216729978e-7
1951.2752269863013	1.3813062199197326e-7
1951.3499538356161	1.6028948096169422e-7
1951.4246806849312	1.61921878166167e-7
1951.4994075342463	1.4385110074767966e-7
1951.5741343835616	1.34527874422873e-7
1951.6488612328767	1.284797366345155e-7
1951.7235880821918	1.3294438620623386e-7
1951.7983149315064	1.2813351482977877e-7
1951.8730417808217	1.2492525504201645e-7
1951.947766716317	1.227940487415854e-7
1952.0224285105433	1.2218446001601592e-7
1952.0969566939891	1.1621269924081454e-7
1952.1714793715844	1.0915390590599165e-7
1952.24600204918	1.1172571268934336e-7
1952.3205247267756	1.1389175054762286e-7
1952.3950474043713	1.1070324719553812e-7
1952.469570081967	1.1792322545156095e-7
1952.5440927595628	1.1793019228110343e-7
1952.6186154371583	1.19825631063562e-7
1952.693138114754	1.1508955712542699e-7
1952.7676607923493	1.1082786082054418e-7
1952.8421834699452	1.1060845981977895e-7
1952.916706913511	1.1469307753023166e-7
1952.9912451230368	1.141246222908466e-7
1953.06593207114	1.0925395539852053e-7
1953.1406584931506	1.0313672658131529e-7
1953.2153853424654	1.0412350661480263e-7
1953.2901121917805	1.1078166348986926e-7
1953.3648390410958	1.072545481815075e-7
1953.439565890411	1.0743039957256205e-7
1953.5142927397255	1.0584467744324027e-7
1953.5890195890408	1.0775769569686767e-7
1953.6637464383557	1.0603136095727454e-7
1953.738473287671	1.0632469277174039e-7
1953.8132001369859	1.0455571149049546e-7
1953.8879269863012	1.0275782490592262e-7
1953.962653835616	1.0218366334980717e-7
1954.0373806849313	1.0059630207670002e-7
1954.1121075342464	1.0110479997649681e-7
1954.1868343835613	1.0440209113713249e-7
